SCREENWIDTH = 18
SCREENHEIGHT = 18
TICKRATE = 100000  # frame per sec
velocity = 1  # pixels per frame
apple_size = 1  # pixels
snake_size = 1  # pixels
positioner = snake_size//velocity
population_size = 100
parents_size = 10
idle_time = 3000  # ms
mutation_rate = 100  # per mile
mutation_frequency = 15  # percent
crossing_probability = 10  # percent
epoch_number = 10000

<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<Training>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>

Epoch;Best;Average;TheBestScore;BestEpoch;BestAverage;BestAverageEpoch
36;15.031;2.7948399999999998;19.043;34;3.4563699999999997;34
37;12.028;2.74469;19.043;34;3.4563699999999997;34
38;15.032;3.11542;19.043;34;3.4563699999999997;34
39;18.037;3.4162;19.043;34;3.4563699999999997;34
40;12.024;3.01534;19.043;34;3.4563699999999997;34
41;11.017;2.99529;19.043;34;3.4563699999999997;34
42;13.028;3.13546;19.043;34;3.4563699999999997;34
43;13.023;3.33581;19.043;34;3.4563699999999997;34
44;12.026;3.21556;19.043;34;3.4563699999999997;34
45;16.035;3.40614;19.043;34;3.4563699999999997;34
46;10.02;3.26561;19.043;34;3.4563699999999997;34
47;17.04;3.0855799999999998;19.043;34;3.4563699999999997;34
48;17.032;3.67654;19.043;34;3.67654;48
49;11.022;2.79496;19.043;34;3.67654;48
50;12.026;3.2157;19.043;34;3.67654;48
51;11.025;3.14553;19.043;34;3.67654;48
52;13.025;3.22575;19.043;34;3.67654;48
53;13.02;2.98507;19.043;34;3.67654;48
54;12.019;3.16553;19.043;34;3.67654;48
55;16.031;3.53628;19.043;34;3.67654;48
56;14.026;3.09537;19.043;34;3.67654;48
57;15.033;2.87521;19.043;34;3.67654;48
58;12.023;2.82506;19.043;34;3.67654;48
59;13.025;2.97521;19.043;34;3.67654;48
60;14.029;3.2858899999999998;19.043;34;3.67654;48
61;13.024;3.6665;19.043;34;3.67654;48
62;14.03;2.74468;19.043;34;3.67654;48
63;12.021;3.23573;19.043;34;3.67654;48
64;9.018;2.87504;19.043;34;3.67654;48
65;11.024;3.09551;19.043;34;3.67654;48
66;18.033;3.09531;19.043;34;3.67654;48
67;14.029;3.59632;19.043;34;3.67654;48
68;11.021;3.21555;19.043;34;3.67654;48
69;14.027;3.22571;19.043;34;3.67654;48
70;12.022;3.58617;19.043;34;3.67654;48
71;24.049;2.9350899999999998;24.049;71;3.67654;48
72;13.025;3.36605;24.049;71;3.67654;48
73;14.029;3.43597;24.049;71;3.67654;48
74;18.035;3.37602;24.049;71;3.67654;48
75;13.031;3.03536;24.049;71;3.67654;48
76;19.037;3.18533;24.049;71;3.67654;48
77;13.027;2.81498;24.049;71;3.67654;48
78;13.025;3.25567;24.049;71;3.67654;48
79;12.026;3.65656;24.049;71;3.67654;48
80;17.037;3.26583;24.049;71;3.67654;48
81;15.027;3.05529;24.049;71;3.67654;48
82;12.026;3.0353;24.049;71;3.67654;48
83;14.027;3.30595;24.049;71;3.67654;48
84;10.019;2.7948399999999998;24.049;71;3.67654;48
85;13.022;3.14543;24.049;71;3.67654;48
86;16.032;3.03531;24.049;71;3.67654;48
87;14.03;2.95511;24.049;71;3.67654;48
88;12.024;2.90493;24.049;71;3.67654;48
89;11.021;2.6946;24.049;71;3.67654;48
90;11.025;3.10537;24.049;71;3.67654;48
91;16.031;3.02503;24.049;71;3.67654;48
92;14.025;3.20564;24.049;71;3.67654;48
93;13.022;3.47601;24.049;71;3.67654;48
94;10.022;3.11545;24.049;71;3.67654;48
95;10.019;2.33393;24.049;71;3.67654;48
96;15.031;2.68463;24.049;71;3.67654;48
97;15.029;2.8548999999999998;24.049;71;3.67654;48
98;10.019;2.83491;24.049;71;3.67654;48
99;13.023;3.20574;24.049;71;3.67654;48
100;10.02;2.64463;24.049;71;3.67654;48
101;11.02;2.98515;24.049;71;3.67654;48
102;11.023;2.89502;24.049;71;3.67654;48
103;11.019;2.9851799999999997;24.049;71;3.67654;48
104;14.03;3.2157999999999998;24.049;71;3.67654;48
105;13.027;3.40602;24.049;71;3.67654;48
106;12.025;2.8048699999999998;24.049;71;3.67654;48
107;9.022;2.77483;24.049;71;3.67654;48
108;17.031;2.99529;24.049;71;3.67654;48
109;13.024;3.15563;24.049;71;3.67654;48
110;18.033;3.26577;24.049;71;3.67654;48
111;15.028;3.08549;24.049;71;3.67654;48
112;14.029;3.42612;24.049;71;3.67654;48
113;15.027;3.42599;24.049;71;3.67654;48
114;11.019;3.12542;24.049;71;3.67654;48
115;13.018;2.99509;24.049;71;3.67654;48
116;14.029;3.17559;24.049;71;3.67654;48
117;13.024;3.36597;24.049;71;3.67654;48
118;16.032;3.08533;24.049;71;3.67654;48
119;12.021;3.10533;24.049;71;3.67654;48
120;13.024;3.2757199999999997;24.049;71;3.67654;48
121;14.025;3.05541;24.049;71;3.67654;48
122;9.019;3.04529;24.049;71;3.67654;48
123;13.023;3.10547;24.049;71;3.67654;48
124;17.038;3.05538;24.049;71;3.67654;48
125;19.038;3.14553;24.049;71;3.67654;48
126;10.021;2.9753;24.049;71;3.67654;48
127;16.037;3.74676;24.049;71;3.74676;127
128;19.039;3.06532;24.049;71;3.74676;127
129;13.026;3.83691;24.049;71;3.83691;129
130;11.019;3.05515;24.049;71;3.83691;129
131;16.033;3.0854399999999997;24.049;71;3.83691;129
132;15.032;4.05725;24.049;71;4.05725;132
133;14.026;3.07523;24.049;71;4.05725;132
134;15.031;3.14542;24.049;71;4.05725;132
135;16.031;3.51619;24.049;71;4.05725;132
136;14.025;3.33596;24.049;71;4.05725;132
137;17.037;3.55634;24.049;71;4.05725;132
138;12.024;3.19576;24.049;71;4.05725;132
139;13.03;3.8369;24.049;71;4.05725;132
140;16.03;3.64632;24.049;71;4.05725;132
141;11.024;3.56631;24.049;71;4.05725;132
142;14.031;3.69678;24.049;71;4.05725;132
143;12.023;3.0352;24.049;71;4.05725;132
144;11.024;3.08541;24.049;71;4.05725;132
145;14.028;3.11544;24.049;71;4.05725;132
146;13.027;3.84688;24.049;71;4.05725;132
147;13.031;3.48611;24.049;71;4.05725;132
148;12.023;3.3260899999999998;24.049;71;4.05725;132
149;15.032;3.60663;24.049;71;4.05725;132
150;14.025;3.64639;24.049;71;4.05725;132
151;15.028;3.77662;24.049;71;4.05725;132
152;16.036;3.74669;24.049;71;4.05725;132
153;16.03;3.75673;24.049;71;4.05725;132
154;14.028;3.7866999999999997;24.049;71;4.05725;132
155;13.03;3.1054999999999997;24.049;71;4.05725;132
156;16.031;3.60621;24.049;71;4.05725;132
157;11.021;3.32599;24.049;71;4.05725;132
158;10.023;3.37606;24.049;71;4.05725;132
159;15.027;3.847;24.049;71;4.05725;132
160;17.034;4.0371;24.049;71;4.05725;132
161;20.039;3.80673;24.049;71;4.05725;132
162;15.034;3.43652;24.049;71;4.05725;132
163;14.032;3.77687;24.049;71;4.05725;132
164;16.031;4.54847;24.049;71;4.54847;164
165;14.026;3.35619;24.049;71;4.54847;164
166;12.023;3.51613;24.049;71;4.54847;164
167;17.036;4.07744;24.049;71;4.54847;164
168;14.022;3.7168799999999997;24.049;71;4.54847;164
169;13.023;3.67658;24.049;71;4.54847;164
170;13.027;3.4258699999999997;24.049;71;4.54847;164
171;16.031;3.34577;24.049;71;4.54847;164
172;17.03;3.86692;24.049;71;4.54847;164
173;18.036;4.40815;24.049;71;4.54847;164
174;20.041;5.72052;24.049;71;5.72052;174
175;23.047;7.39404;24.049;71;7.39404;175
176;21.038;7.87478;24.049;71;7.87478;176
177;22.045;7.85495;24.049;71;7.87478;176
178;23.049;7.47442;24.049;71;7.87478;176
179;22.049;8.54668;24.049;71;8.54668;179
180;21.041;8.43591;24.049;71;8.54668;179
181;18.045;7.66474;24.049;71;8.54668;179
182;21.041;7.3941099999999995;24.049;71;8.54668;179
183;21.041;7.69489;24.049;71;8.54668;179
184;20.039;7.8647599999999995;24.049;71;8.54668;179
185;21.038;8.46617;24.049;71;8.54668;179
186;21.035;8.31576;24.049;71;8.54668;179
187;21.042;8.07531;24.049;71;8.54668;179
188;25.049;7.1534699999999996;25.049;188;8.54668;179
189;21.044;7.01296;25.049;188;8.54668;179
190;21.044;8.67682;25.049;188;8.67682;190
191;23.045;8.44607;25.049;188;8.67682;190
192;20.039;8.20591;25.049;188;8.67682;190
193;24.051;8.88695;25.049;188;8.88695;193
194;19.036;7.74432;25.049;188;8.88695;193
195;22.039;8.52611;25.049;188;8.88695;193
196;19.04;7.9351;25.049;188;8.88695;193
197;21.042;9.19765;25.049;188;9.19765;197
198;21.043;7.52428;25.049;188;9.19765;197
199;21.042;7.21335;25.049;188;9.19765;197
200;20.043;8.37625;25.049;188;9.19765;197
201;19.033;8.51589;25.049;188;9.19765;197
202;20.037;8.30579;25.049;188;9.19765;197
203;21.041;8.60633;25.049;188;9.19765;197
204;23.046;9.71853;25.049;188;9.71853;204
205;20.044;8.27561;25.049;188;9.71853;204
206;27.051;8.89712;27.051;206;9.71853;204
207;21.047;8.71682;27.051;206;9.71853;204
208;22.049;7.97522;27.051;206;9.71853;204
209;22.041;8.34576;27.051;206;9.71853;204
210;24.041;8.28552;27.051;206;9.71853;204
211;23.046;7.47423;27.051;206;9.71853;204
212;22.045;8.94709;27.051;206;9.71853;204
213;19.039;8.0355;27.051;206;9.71853;204
214;26.056;8.38598;27.051;206;9.71853;204
215;22.044;8.41597;27.051;206;9.71853;204
216;20.039;8.39608;27.051;206;9.71853;204
217;23.047;9.04751;27.051;206;9.71853;204
218;23.045;8.07537;27.051;206;9.71853;204
219;21.045;8.61644;27.051;206;9.71853;204
220;24.045;8.30589;27.051;206;9.71853;204
221;20.045;7.66444;27.051;206;9.71853;204
222;23.042;8.907;27.051;206;9.71853;204
223;22.043;8.46607;27.051;206;9.71853;204
224;21.042;8.84694;27.051;206;9.71853;204
225;23.046;9.44798;27.051;206;9.71853;204
226;18.036;7.61449;27.051;206;9.71853;204
227;26.052;8.13549;27.051;206;9.71853;204
228;26.052;8.12566;27.051;206;9.71853;204
229;22.049;7.67453;27.051;206;9.71853;204
230;23.042;7.8749;27.051;206;9.71853;204
231;22.051;7.21358;27.051;206;9.71853;204
232;24.047;8.26556;27.051;206;9.71853;204
233;22.042;7.91505;27.051;206;9.71853;204
234;23.045;8.61632;27.051;206;9.71853;204
235;24.05;8.38596;27.051;206;9.71853;204
236;22.043;9.14744;27.051;206;9.71853;204
237;20.037;8.45566;27.051;206;9.71853;204
238;22.044;8.19556;27.051;206;9.71853;204
239;22.04;8.62637;27.051;206;9.71853;204
240;22.046;8.52609;27.051;206;9.71853;204
241;21.041;8.23585;27.051;206;9.71853;204
242;22.045;8.30585;27.051;206;9.71853;204
243;22.045;7.25388;27.051;206;9.71853;204
244;21.045;8.00527;27.051;206;9.71853;204
245;21.044;7.61447;27.051;206;9.71853;204
246;23.042;8.37581;27.051;206;9.71853;204
247;19.034;7.42387;27.051;206;9.71853;204
248;22.041;8.44568;27.051;206;9.71853;204
249;21.041;8.45631;27.051;206;9.71853;204
250;20.042;8.34593;27.051;206;9.71853;204
251;22.041;8.36573;27.051;206;9.71853;204
252;19.038;8.34587;27.051;206;9.71853;204
253;21.04;7.49427;27.051;206;9.71853;204
254;22.049;7.81499;27.051;206;9.71853;204
255;27.053;9.19764;27.053;255;9.71853;204
256;26.05;7.82467;27.053;255;9.71853;204
257;26.051;8.15548;27.053;255;9.71853;204
258;22.043;8.37587;27.053;255;9.71853;204
259;23.049;8.54644;27.053;255;9.71853;204
260;21.042;8.38609;27.053;255;9.71853;204
261;25.051;8.4862;27.053;255;9.71853;204
262;21.042;8.72659;27.053;255;9.71853;204
263;27.056;8.89706;27.056;263;9.71853;204
264;23.047;8.46623;27.056;263;9.71853;204
265;20.035;8.77669;27.056;263;9.71853;204
266;22.041;8.24541;27.056;263;9.71853;204
267;23.048;8.75669;27.056;263;9.71853;204
268;26.052;8.89691;27.056;263;9.71853;204
269;25.049;7.96508;27.056;263;9.71853;204
270;21.043;7.82465;27.056;263;9.71853;204
271;20.041;8.26571;27.056;263;9.71853;204
272;18.037;8.21586;27.056;263;9.71853;204
273;24.046;9.11731;27.056;263;9.71853;204
274;20.042;8.94673;27.056;263;9.71853;204
275;21.037;8.25573;27.056;263;9.71853;204
276;22.047;6.81279;27.056;263;9.71853;204
277;23.046;9.13723;27.056;263;9.71853;204
278;23.043;7.6444;27.056;263;9.71853;204
279;22.039;7.6946;27.056;263;9.71853;204
280;22.039;8.67641;27.056;263;9.71853;204
281;20.039;8.23603;27.056;263;9.71853;204
282;21.048;8.45631;27.056;263;9.71853;204
283;23.045;7.98509;27.056;263;9.71853;204
284;23.043;9.107240000000001;27.056;263;9.71853;204
285;27.055;9.31786;27.056;263;9.71853;204
286;23.046;9.25798;27.056;263;9.71853;204
287;22.043;7.75458;27.056;263;9.71853;204
288;20.044;8.69654;27.056;263;9.71853;204
289;22.045;8.41593;27.056;263;9.71853;204
290;24.055;8.91698;27.056;263;9.71853;204
291;21.046;8.41653;27.056;263;9.71853;204
292;21.045;8.46641;27.056;263;9.71853;204
293;19.043;7.67438;27.056;263;9.71853;204
294;21.044;9.15779;27.056;263;9.71853;204
295;25.052;8.66662;27.056;263;9.71853;204
296;20.04;9.55838;27.056;263;9.71853;204
297;26.051;8.9973;27.056;263;9.71853;204
298;24.048;8.07547;27.056;263;9.71853;204
299;27.051;9.59846;27.056;263;9.71853;204
300;23.047;9.20755;27.056;263;9.71853;204
301;23.042;8.83687;27.056;263;9.71853;204
302;27.053;8.55646;27.056;263;9.71853;204
303;22.045;8.256;27.056;263;9.71853;204
304;22.044;7.49413;27.056;263;9.71853;204
305;20.042;9.5783;27.056;263;9.71853;204
306;21.048;8.62685;27.056;263;9.71853;204
307;23.045;7.62439;27.056;263;9.71853;204
308;22.045;8.28548;27.056;263;9.71853;204
309;22.047;8.02557;27.056;263;9.71853;204
310;25.051;9.02716;27.056;263;9.71853;204
311;20.043;8.45621;27.056;263;9.71853;204
312;20.041;8.78674;27.056;263;9.71853;204
313;19.036;7.90483;27.056;263;9.71853;204
314;18.039;8.0053;27.056;263;9.71853;204
315;21.046;8.42593;27.056;263;9.71853;204
316;31.062;8.36606;31.062;316;9.71853;204
317;21.045;8.38576;31.062;316;9.71853;204
318;22.042;7.6344199999999995;31.062;316;9.71853;204
319;25.051;9.09756;31.062;316;9.71853;204
320;26.049;8.05538;31.062;316;9.71853;204
321;26.059;8.18551;31.062;316;9.71853;204
322;21.045;9.19772;31.062;316;9.71853;204
323;23.042;8.14546;31.062;316;9.71853;204
324;24.047;8.82714;31.062;316;9.71853;204
325;21.042;8.30559;31.062;316;9.71853;204
326;22.043;8.33576;31.062;316;9.71853;204
327;20.039;8.23538;31.062;316;9.71853;204
328;20.037;8.57647;31.062;316;9.71853;204
329;22.043;9.24768;31.062;316;9.71853;204
330;23.047;8.55627;31.062;316;9.71853;204
331;20.043;8.626570000000001;31.062;316;9.71853;204
332;21.045;8.24572;31.062;316;9.71853;204
333;22.043;9.47801;31.062;316;9.71853;204
334;21.043;8.57601;31.062;316;9.71853;204
335;21.045;8.45623;31.062;316;9.71853;204
336;23.048;8.46594;31.062;316;9.71853;204
337;27.052;9.54822;31.062;316;9.71853;204
338;26.057;8.72682;31.062;316;9.71853;204
339;21.039;8.88702;31.062;316;9.71853;204
340;25.04;9.08744;31.062;316;9.71853;204
341;17.035;8.25581;31.062;316;9.71853;204
342;22.045;8.36585;31.062;316;9.71853;204
343;24.047;9.18739;31.062;316;9.71853;204
344;22.038;8.24592;31.062;316;9.71853;204
345;26.053;8.35601;31.062;316;9.71853;204
346;22.046;8.7766;31.062;316;9.71853;204
347;21.04;8.21549;31.062;316;9.71853;204
348;22.045;7.8346;31.062;316;9.71853;204
349;24.055;8.23579;31.062;316;9.71853;204
350;21.043;7.78488;31.062;316;9.71853;204
351;23.045;7.53412;31.062;316;9.71853;204
352;22.043;7.99508;31.062;316;9.71853;204
353;18.037;8.48609;31.062;316;9.71853;204
354;25.051;7.27369;31.062;316;9.71853;204
355;21.043;8.57615;31.062;316;9.71853;204
356;18.033;8.28558;31.062;316;9.71853;204
357;21.037;8.52619;31.062;316;9.71853;204
358;23.041;8.90702;31.062;316;9.71853;204
359;22.045;8.26547;31.062;316;9.71853;204
360;19.032;7.79457;31.062;316;9.71853;204
361;22.045;7.87478;31.062;316;9.71853;204
362;22.043;9.1074;31.062;316;9.71853;204
363;21.041;8.37593;31.062;316;9.71853;204
364;22.041;7.69468;31.062;316;9.71853;204
365;25.046;9.18752;31.062;316;9.71853;204
366;24.051;8.46607;31.062;316;9.71853;204
367;20.045;8.6967;31.062;316;9.71853;204
368;21.043;9.14768;31.062;316;9.71853;204
369;24.045;8.20559;31.062;316;9.71853;204
370;21.044;8.837110000000001;31.062;316;9.71853;204
371;24.048;8.64667;31.062;316;9.71853;204
372;21.046;9.78883;31.062;316;9.78883;372
373;20.042;8.96729;31.062;316;9.78883;372
374;19.038;8.46642;31.062;316;9.78883;372
375;19.039;8.82704;31.062;316;9.78883;372
376;19.041;7.95497;31.062;316;9.78883;372
377;24.042;8.07525;31.062;316;9.78883;372
378;22.044;8.92686;31.062;316;9.78883;372
379;20.039;8.23576;31.062;316;9.78883;372
380;22.045;9.10767;31.062;316;9.78883;372
381;21.041;8.41588;31.062;316;9.78883;372
382;25.047;8.7867;31.062;316;9.78883;372
383;21.038;8.18563;31.062;316;9.78883;372
384;22.044;9.23784;31.062;316;9.78883;372
385;24.047;8.85695;31.062;316;9.78883;372
386;23.044;9.24777;31.062;316;9.78883;372
387;18.035;8.39604;31.062;316;9.78883;372
388;25.05;9.32787;31.062;316;9.78883;372
389;22.04;8.60618;31.062;316;9.78883;372
390;22.042;8.38593;31.062;316;9.78883;372
391;21.049;8.39593;31.062;316;9.78883;372
392;23.046;9.0773;31.062;316;9.78883;372
393;25.051;9.09737;31.062;316;9.78883;372
394;23.043;9.7785;31.062;316;9.78883;372
395;24.05;8.76687;31.062;316;9.78883;372
396;22.042;7.95505;31.062;316;9.78883;372
397;20.04;8.75645;31.062;316;9.78883;372
398;22.045;8.65653;31.062;316;9.78883;372
399;24.048;8.606630000000001;31.062;316;9.78883;372
400;24.049;9.85915;31.062;316;9.85915;400
401;21.045;9.2478;31.062;316;9.85915;400
402;22.042;8.48614;31.062;316;9.85915;400
403;21.041;9.01744;31.062;316;9.85915;400
404;23.047;9.438320000000001;31.062;316;9.85915;400
405;23.043;8.88714;31.062;316;9.85915;400
406;23.044;8.35599;31.062;316;9.85915;400
407;24.043;9.33757;31.062;316;9.85915;400
408;22.044;8.50604;31.062;316;9.85915;400
409;24.051;8.24586;31.062;316;9.85915;400
410;22.041;7.98523;31.062;316;9.85915;400
411;19.039;7.52436;31.062;316;9.85915;400
412;20.042;7.85519;31.062;316;9.85915;400
413;19.039;7.31396;31.062;316;9.85915;400
414;20.042;8.60631;31.062;316;9.85915;400
415;26.055;7.57447;31.062;316;9.85915;400
416;25.052;8.7672;31.062;316;9.85915;400
417;19.043;8.24573;31.062;316;9.85915;400
418;24.051;7.98499;31.062;316;9.85915;400
419;22.044;9.15742;31.062;316;9.85915;400
420;22.048;8.74693;31.062;316;9.85915;400
421;23.045;8.46603;31.062;316;9.85915;400
422;22.041;8.62663;31.062;316;9.85915;400
423;25.049;8.14545;31.062;316;9.85915;400
424;25.053;9.30794;31.062;316;9.85915;400
425;25.049;9.31772;31.062;316;9.85915;400
426;24.051;8.55626;31.062;316;9.85915;400
427;23.041;8.13533;31.062;316;9.85915;400
428;24.046;9.45793;31.062;316;9.85915;400
429;23.04;8.9773;31.062;316;9.85915;400
430;19.038;8.73651;31.062;316;9.85915;400
431;22.044;7.92503;31.062;316;9.85915;400
432;30.065;8.77685;31.062;316;9.85915;400
433;21.045;8.12543;31.062;316;9.85915;400
434;21.047;8.62628;31.062;316;9.85915;400
435;20.041;8.85668;31.062;316;9.85915;400
436;25.048;9.28786;31.062;316;9.85915;400
437;21.042;7.88491;31.062;316;9.85915;400
438;20.042;8.3762;31.062;316;9.85915;400
439;22.041;8.42603;31.062;316;9.85915;400
440;19.04;8.92698;31.062;316;9.85915;400
441;20.041;8.85687;31.062;316;9.85915;400
442;23.049;8.8869;31.062;316;9.85915;400
443;22.048;8.12537;31.062;316;9.85915;400
444;20.039;8.1653;31.062;316;9.85915;400
445;25.05;9.39801;31.062;316;9.85915;400
446;26.049;8.30586;31.062;316;9.85915;400
447;25.057;7.31396;31.062;316;9.85915;400
448;26.049;8.21543;31.062;316;9.85915;400
449;27.051;9.74903;31.062;316;9.85915;400
450;22.045;8.20574;31.062;316;9.85915;400
451;21.041;9.1475;31.062;316;9.85915;400
452;20.04;8.68652;31.062;316;9.85915;400
453;22.047;8.59637;31.062;316;9.85915;400
454;23.041;9.9289;31.062;316;9.9289;454
455;24.047;8.92728;31.062;316;9.9289;454
456;22.041;9.32792;31.062;316;9.9289;454
457;20.04;8.97709;31.062;316;9.9289;454
458;22.046;8.30609;31.062;316;9.9289;454
459;23.047;8.33581;31.062;316;9.9289;454
460;21.041;8.60629;31.062;316;9.9289;454
461;23.046;9.21746;31.062;316;9.9289;454
462;20.039;9.26746;31.062;316;9.9289;454
463;22.052;8.60647;31.062;316;9.9289;454
464;25.049;8.84671;31.062;316;9.9289;454
465;22.041;9.13724;31.062;316;9.9289;454
466;19.038;8.1656;31.062;316;9.9289;454
467;23.047;8.7466;31.062;316;9.9289;454
468;24.051;8.47639;31.062;316;9.9289;454
469;23.048;8.5864;31.062;316;9.9289;454
470;23.047;8.19587;31.062;316;9.9289;454
471;26.053;8.61646;31.062;316;9.9289;454
472;24.045;8.99715;31.062;316;9.9289;454
473;29.058;8.65642;31.062;316;9.9289;454
474;21.043;8.52639;31.062;316;9.9289;454
475;21.045;7.93512;31.062;316;9.9289;454
476;22.048;8.82716;31.062;316;9.9289;454
477;22.04;8.47606;31.062;316;9.9289;454
478;23.045;8.30612;31.062;316;9.9289;454
479;27.057;7.69439;31.062;316;9.9289;454
480;26.053;9.03712;31.062;316;9.9289;454
481;22.05;8.03543;31.062;316;9.9289;454
482;24.051;8.84686;31.062;316;9.9289;454
483;20.037;7.92502;31.062;316;9.9289;454
484;25.058;9.60853;31.062;316;9.9289;454
485;20.039;7.88545;31.062;316;9.9289;454
486;23.046;9.05732;31.062;316;9.9289;454
487;28.055;8.0954;31.062;316;9.9289;454
488;22.044;8.47591;31.062;316;9.9289;454
489;22.05;7.59454;31.062;316;9.9289;454
490;23.045;9.12772;31.062;316;9.9289;454
491;20.039;8.42613;31.062;316;9.9289;454
492;25.051;8.98743;31.062;316;9.9289;454
493;20.043;9.46803;31.062;316;9.9289;454
494;22.043;9.37805;31.062;316;9.9289;454
495;25.051;8.51599;31.062;316;9.9289;454
496;22.045;8.42623;31.062;316;9.9289;454
497;21.043;9.37821;31.062;316;9.9289;454
498;21.043;7.68444;31.062;316;9.9289;454
499;22.044;9.01735;31.062;316;9.9289;454
500;24.046;7.95501;31.062;316;9.9289;454
501;24.057;7.5544;31.062;316;9.9289;454
502;23.047;9.34798;31.062;316;9.9289;454
503;22.05;8.30593;31.062;316;9.9289;454
504;22.049;9.10742;31.062;316;9.9289;454
505;25.048;8.22573;31.062;316;9.9289;454
506;20.037;8.00502;31.062;316;9.9289;454
507;26.052;8.73677;31.062;316;9.9289;454
508;29.059;9.09738;31.062;316;9.9289;454
509;21.043;8.1556;31.062;316;9.9289;454
510;24.048;9.57847;31.062;316;9.9289;454
511;24.055;9.36819;31.062;316;9.9289;454
512;21.037;8.42605;31.062;316;9.9289;454
513;24.046;8.09527;31.062;316;9.9289;454
514;23.046;8.78687;31.062;316;9.9289;454
515;23.045;8.88668;31.062;316;9.9289;454
516;23.043;9.33782;31.062;316;9.9289;454
517;21.047;8.36593;31.062;316;9.9289;454
518;31.063;8.00517;31.063;518;9.9289;454
519;22.041;8.77679;31.063;518;9.9289;454
520;22.043;8.63645;31.063;518;9.9289;454
521;22.047;8.41638;31.063;518;9.9289;454
522;24.047;9.2073;31.063;518;9.9289;454
523;24.049;9.10744;31.063;518;9.9289;454
524;21.037;7.52411;31.063;518;9.9289;454
525;21.042;8.96686;31.063;518;9.9289;454
526;25.051;8.05529;31.063;518;9.9289;454
527;22.046;8.82719;31.063;518;9.9289;454
528;20.042;8.21537;31.063;518;9.9289;454
529;24.051;9.18744;31.063;518;9.9289;454
530;27.056;9.55826;31.063;518;9.9289;454
531;24.048;8.74721;31.063;518;9.9289;454
532;20.037;7.9954;31.063;518;9.9289;454
533;22.047;9.33822;31.063;518;9.9289;454
534;26.051;8.36582;31.063;518;9.9289;454
535;23.042;9.0675;31.063;518;9.9289;454
536;20.036;8.20542;31.063;518;9.9289;454
537;25.054;9.7587;31.063;518;9.9289;454
538;24.051;8.62641;31.063;518;9.9289;454
539;20.043;7.14336;31.063;518;9.9289;454
540;25.047;9.51858;31.063;518;9.9289;454
541;23.039;8.07531;31.063;518;9.9289;454
542;21.042;8.64666;31.063;518;9.9289;454
543;21.044;8.36598;31.063;518;9.9289;454
544;23.049;8.566559999999999;31.063;518;9.9289;454
545;26.05;8.57648;31.063;518;9.9289;454
546;24.048;8.78673;31.063;518;9.9289;454
547;28.059;9.28771;31.063;518;9.9289;454
548;25.052;8.83702;31.063;518;9.9289;454
549;19.043;8.83714;31.063;518;9.9289;454
550;20.039;8.74699;31.063;518;9.9289;454
551;23.046;8.50654;31.063;518;9.9289;454
